"Vandområde","Lokalitetsnavn","Dato","ODA_prøvenummer","ObsSted_bredde","ObsSted_længde","Artsnavn","Artsrække","Antal_stk","Biomasse_vådvægt_g","year","Depth_m","SampleID","TaxaGroup"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",4,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,50","2011_4","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",16,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,50","2011_16","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",1,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0064",2013,"1,80","2013_1","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",4,"5442,429","1151,764","Scoloplos armiger","Annelida",3,"0,032",2013,"2,20","2013_4","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",7,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20","2013_7","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",15,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50","2013_15","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",18,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00","2013_18","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",21,"5442,429","1151,764","Scoloplos armiger","Annelida",6,"0,0238",2013,"3,00","2013_21","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",24,"5442,429","1151,764","Scoloplos armiger","Annelida",58,"1,22",2013,"2,80","2013_24","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",27,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0301",2013,"1,80","2013_27","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",35,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00","2013_35","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",38,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50","2013_38","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",41,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,60","2013_41","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",5,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00","2013_5","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",14,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,80","2013_14","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",11,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50","2013_11","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",34,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00","2013_34","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",28,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00","2013_28","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",25,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"0,90","2013_25","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",17,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,10","2013_17","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",37,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0082",2013,"1,40","2013_37","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",31,"5442,429","1151,764","Scoloplos armiger","Annelida",2,"0,0076",2013,"2,00","2013_31","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",8,"5442,429","1151,764","Scoloplos armiger","Annelida",6,"0,066",2013,"2,50","2013_8","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",2,"5442,429","1151,764","Scoloplos armiger","Annelida",8,"0,0606",2013,"2,00","2013_2","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",10,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20","2013_10","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",13,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50","2013_13","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",16,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20","2013_16","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",19,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80","2013_19","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",22,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0035",2013,"2,80","2013_22","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",30,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0049",2013,"1,40","2013_30","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",33,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80","2013_33","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",36,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,40","2013_36","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",39,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,70","2013_39","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",42,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80","2013_42","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",12,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,60","2013_12","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",29,"5442,429","1151,764","Scoloplos armiger","Annelida",3,"0,0349",2013,"1,80","2013_29","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",6,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50","2013_6","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",32,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80","2013_32","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",9,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0116",2013,"2,50","2013_9","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",23,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,80","2013_23","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",40,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00","2013_40","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",20,"5442,429","1151,764","Scoloplos armiger","Annelida",6,"0,0405",2013,"2,50","2013_20","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",26,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0136",2013,"2,50","2013_26","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",3,"5442,429","1151,764","Scoloplos armiger","Annelida",10,"0,0997",2013,"2,30","2013_3","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",27,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,00","2015_27","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",1,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,50","2015_1","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",31,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,70","2015_31","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",37,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,60","2015_37","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",7,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,70","2015_7","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",18,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,70","2015_18","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",10,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,80","2015_10","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",28,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,20","2015_28","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",15,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,80","2015_15","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",34,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,30","2015_34","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",30,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"1,80","2015_30","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",12,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,20","2015_12","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",17,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,80","2015_17","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",36,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,40","2015_36","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",24,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,50","2015_24","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",39,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,10","2015_39","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",14,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,00","2015_14","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",20,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,50","2015_20","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",42,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,30","2015_42","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",4,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,60","2015_4","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",33,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,70","2015_33","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",2,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,60","2015_2","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",5,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,30","2015_5","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",8,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,70","2015_8","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",11,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,00","2015_11","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",13,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,00","2015_13","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",21,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,00","2015_21","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",22,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,60","2015_22","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",25,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,00","2015_25","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",29,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,10","2015_29","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",32,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,50","2015_32","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",35,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,90","2015_35","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",40,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,50","2015_40","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",3,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,70","2015_3","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",6,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,90","2015_6","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",9,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,60","2015_9","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",16,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"3,00","2015_16","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",19,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,60","2015_19","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",23,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,10","2015_23","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",26,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,90","2015_26","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",38,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,80","2015_38","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",41,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2015,"2,20","2015_41","Orbiniidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",3,"5442,429","1151,764","Pygospio elegans","Annelida",3,"0,0049",2007,"3,00","2007_3","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",6,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,80","2007_6","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",9,"5442,429","1151,764","Pygospio elegans","Annelida",1,"0,0004",2007,"3,00","2007_9","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",17,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,80","2007_17","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",20,"5442,429","1151,764","Pygospio elegans","Annelida",3,"0,0029",2007,"3,00","2007_20","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",19,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"3,00","2007_19","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",2,"5442,429","1151,764","Pygospio elegans","Annelida",1,"0,0021",2007,"2,90","2007_2","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",5,"5442,429","1151,764","Pygospio elegans","Annelida",2,"0,0017",2007,"2,90","2007_5","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",8,"5442,429","1151,764","Pygospio elegans","Annelida",4,"0,006",2007,"3,00","2007_8","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",11,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,90","2007_11","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",14,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"3,00","2007_14","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",13,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,90","2007_13","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",7,"5442,429","1151,764","Pygospio elegans","Annelida",5,"0,0039",2007,"2,60","2007_7","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",16,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,90","2007_16","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",10,"5442,429","1151,764","Pygospio elegans","Annelida",2,"0,0023",2007,"3,10","2007_10","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",18,"5442,429","1151,764","Pygospio elegans","Annelida",1,"0,0015",2007,"3,00","2007_18","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",12,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,90","2007_12","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",4,"5442,429","1151,764","Pygospio elegans","Annelida",3,"0,0021",2007,"2,80","2007_4","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",1,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2007,"2,60","2007_1","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2007-05-23",15,"5442,429","1151,764","Pygospio elegans","Annelida",5,"0,008",2007,"2,90","2007_15","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",5,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2011,"2,50","2011_5","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",8,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2011,"2,71","2011_8","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",11,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2011,"2,10","2011_11","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",14,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2011,"2,89","2011_14","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",17,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2011,"2,10","2011_17","Spionidae"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",21,"5442,429","1151,764","Pygospio elegans","Ej kendt",0,"0",2011,"2,59","2011_21","Spionidae"
