"Vandområde","Lokalitetsnavn","Dato","ODA_prøvenummer","ObsSted_bredde","ObsSted_længde","Artsnavn","Artsrække","Antal_stk","Biomasse_vådvægt_g","year","Depth_m"
"Stege Bugt","Stege Bugt","2009-05-05",8,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"3,10"
"Stege Bugt","Stege Bugt","2009-05-05",11,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"-99,00"
"Stege Bugt","Stege Bugt","2009-05-05",14,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"3,20"
"Stege Bugt","Stege Bugt","2009-05-05",10,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"3,00"
"Stege Bugt","Stege Bugt","2009-05-05",16,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,70"
"Stege Bugt","Stege Bugt","2009-05-05",19,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,30"
"Stege Bugt","Stege Bugt","2009-05-05",13,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,80"
"Stege Bugt","Stege Bugt","2009-05-05",7,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"3,00"
"Stege Bugt","Stege Bugt","2009-05-05",15,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,80"
"Stege Bugt","Stege Bugt","2009-05-05",1,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,50"
"Stege Bugt","Stege Bugt","2009-05-05",18,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,30"
"Stege Bugt","Stege Bugt","2009-05-05",4,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"2,40"
"Stege Bugt","Stege Bugt","2009-05-05",12,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2009,"3,30"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",5,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",8,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,71"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",11,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",14,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,89"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",17,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",21,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,59"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",24,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",27,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,01"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",30,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",2,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,41"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",3,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,71"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",6,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,71"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",9,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,59"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",12,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,41"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",20,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",22,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,99"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",25,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,59"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",28,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",10,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,71"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",26,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,71"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",19,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,89"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",29,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,01"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",13,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",1,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",7,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,41"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",15,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",23,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"3,11"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",18,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,71"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",4,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2011-05-16",16,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2011,"2,50"
"Stege Bugt","Stege Bugt","2011-05-17",13,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",36,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,20"
"Stege Bugt","Stege Bugt","2011-05-17",30,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",16,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",19,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",42,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",22,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,70"
"Stege Bugt","Stege Bugt","2011-05-17",2,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",39,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"1,80"
"Stege Bugt","Stege Bugt","2011-05-17",10,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,10"
"Stege Bugt","Stege Bugt","2011-05-17",33,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",14,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,30"
"Stege Bugt","Stege Bugt","2011-05-17",37,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,40"
"Stege Bugt","Stege Bugt","2011-05-17",8,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,00"
"Stege Bugt","Stege Bugt","2011-05-17",31,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",28,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,40"
"Stege Bugt","Stege Bugt","2011-05-17",34,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",5,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"4,00"
"Stege Bugt","Stege Bugt","2011-05-17",11,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,30"
"Stege Bugt","Stege Bugt","2011-05-17",17,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",3,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",6,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",9,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,50"
"Stege Bugt","Stege Bugt","2011-05-17",12,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,60"
"Stege Bugt","Stege Bugt","2011-05-17",20,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",23,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",26,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",29,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",32,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,30"
"Stege Bugt","Stege Bugt","2011-05-17",40,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,70"
"Stege Bugt","Stege Bugt","2011-05-17",1,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",4,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",7,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,10"
"Stege Bugt","Stege Bugt","2011-05-17",15,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",18,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,60"
"Stege Bugt","Stege Bugt","2011-05-17",21,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",24,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,30"
"Stege Bugt","Stege Bugt","2011-05-17",27,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,20"
"Stege Bugt","Stege Bugt","2011-05-17",35,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",38,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"2,10"
"Stege Bugt","Stege Bugt","2011-05-17",41,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"4,00"
"Stege Bugt","Stege Bugt","2011-05-17",25,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2011,"3,90"
"Stege Bugt","Stege Bugt","2013-05-03",3,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,40"
"Stege Bugt","Stege Bugt","2013-05-03",6,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Stege Bugt","Stege Bugt","2013-05-03",14,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Stege Bugt","Stege Bugt","2013-05-03",17,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",20,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",23,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Stege Bugt","Stege Bugt","2013-05-03",26,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",37,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80"
"Stege Bugt","Stege Bugt","2013-05-03",40,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",34,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,90"
"Stege Bugt","Stege Bugt","2013-05-03",1,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",9,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,10"
"Stege Bugt","Stege Bugt","2013-05-03",12,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",15,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",18,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",21,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,80"
"Stege Bugt","Stege Bugt","2013-05-03",29,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,30"
"Stege Bugt","Stege Bugt","2013-05-03",32,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",35,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",38,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,60"
"Stege Bugt","Stege Bugt","2013-05-03",41,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"4,70"
"Stege Bugt","Stege Bugt","2013-05-03",2,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,30"
"Stege Bugt","Stege Bugt","2013-05-03",11,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"3,00"
"Stege Bugt","Stege Bugt","2013-05-03",5,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,70"
"Stege Bugt","Stege Bugt","2013-05-03",28,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",31,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",8,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"3,00"
"Stege Bugt","Stege Bugt","2013-05-03",22,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"3,40"
"Stege Bugt","Stege Bugt","2013-05-03",25,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"3,40"
"Stege Bugt","Stege Bugt","2013-05-03",42,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,50"
"Stege Bugt","Stege Bugt","2013-05-03",19,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",10,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",27,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,70"
"Stege Bugt","Stege Bugt","2013-05-03",4,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,70"
"Stege Bugt","Stege Bugt","2013-05-03",16,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,30"
"Stege Bugt","Stege Bugt","2013-05-03",13,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Stege Bugt","Stege Bugt","2013-05-03",33,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",39,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,40"
"Stege Bugt","Stege Bugt","2013-05-03",24,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"3,20"
"Stege Bugt","Stege Bugt","2013-05-03",36,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,90"
"Stege Bugt","Stege Bugt","2013-05-03",7,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"2,90"
"Stege Bugt","Stege Bugt","2013-05-03",30,"5459,998","1213,625","Scoloplos armiger","Ej kendt",0,"0",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",1,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0064",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",4,"5442,429","1151,764","Scoloplos armiger","Annelida",3,"0,032",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",7,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",15,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",18,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",21,"5442,429","1151,764","Scoloplos armiger","Annelida",6,"0,0238",2013,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",24,"5442,429","1151,764","Scoloplos armiger","Annelida",58,"1,22",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",27,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0301",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",35,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",38,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",41,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,60"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",5,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",14,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",11,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",34,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",28,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",25,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"0,90"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",17,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",37,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0082",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",31,"5442,429","1151,764","Scoloplos armiger","Annelida",2,"0,0076",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",8,"5442,429","1151,764","Scoloplos armiger","Annelida",6,"0,066",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",2,"5442,429","1151,764","Scoloplos armiger","Annelida",8,"0,0606",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",10,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",13,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",16,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",19,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",22,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0035",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",30,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0049",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",33,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",36,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",39,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,70"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",42,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",12,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",29,"5442,429","1151,764","Scoloplos armiger","Annelida",3,"0,0349",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",6,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",32,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",9,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0116",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",23,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",40,"5442,429","1151,764","Scoloplos armiger","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",20,"5442,429","1151,764","Scoloplos armiger","Annelida",6,"0,0405",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",26,"5442,429","1151,764","Scoloplos armiger","Annelida",1,"0,0136",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",3,"5442,429","1151,764","Scoloplos armiger","Annelida",10,"0,0997",2013,"2,30"
